번호,국가,제목,등록일자
1349,오스트레일리아,"호주의 차세대 잠수함 사업, 일본 잠수함 구매로 기울어",2014-09-06
1350,리투아니아,"리투아니아, 보병전투 장갑차 획득사업에 EU 지침 적용 배제",2014-09-06
1351,오스트레일리아,"호주, Supacat사와  특수전부대용 차량 계약 체결",2014-09-06
1352,아제르바이잔,"아제르바이잔, 이스라엘로부터 신형 경비함 구매",2014-09-06
1353,이스라엘,"이스라엘, Dolphin Ⅱ급 신형 잠수함 독일로부터 인수",2014-09-06
1354,인도네시아,"인도네시아 해군, KCR-60M급 유도탄함 인수",2014-09-06
1355,덴마크,"덴마크, 차세대전투기 획득사업 재개",2014-09-05
1356,오스트레일리아,"호주, 해군 미래 잠수함 사업 동향",2014-09-05
1357,브루나이,"브루나이, 공군헬기 퇴역",2014-09-05
1358,페루,"페루, 캐나다産 장갑차 구매",2014-09-05
1359,탄자니아,"탄자니아, 전투식량 구매 관심",2014-09-05
1360,영국,"영국, 연안 초계함 3척 건조 확정",2014-09-05
1361,베트남,"베트남, 제3호 Kilo급 잠수함 획득",2014-09-05
1362,필리핀,"필리핀, Frigate 사업 동향",2014-09-05
1363,폴란드,"레이시온사, 폴란드의 WISLA 경쟁입찰사업 참여",2014-09-01
1364,필리핀,"필리핀,  Elbit사와 병력수송 장갑차 성능개량계약 체결",2014-09-01
1365,카타르,"카타르, 라팔기 수입 가능성 제기",2014-09-01
1366,프랑스,"프랑스 육군, 생체리듬 감지 센서 착용 예정",2014-09-01
1367,폴란드,폴란드 경비함 사업 동향,2014-09-01
1368,미얀마,"미얀마 공군, JF-17 전투기 구매 예정",2014-09-01
1369,멕시코,"멕시코, BAE사와 57mm 해군 함포 계약 체결",2014-09-01
1370,체코,"체코, 새로운 지휘용 장갑차로 8x8 Pandur 고려 중",2014-09-01
1371,영국,"영 육군, 미래 교량체계 사업 착수 예정",2014-09-01
1372,인도네시아,"인도네시아 해군, 프랑스로부터 연안 방어 지원함 2척 구매",2014-09-01
1373,오스트레일리아,"호주, 국가안보 강화 위해 BAE사와 빅 데이터 연구 시작",2014-09-01
1374,리투아니아,"리투아니아, 폴란드에서 GROM MANPADS 개인휴대형 방공체계 구매 예정",2014-09-01
1375,영국,"영 육군, 프랑스 차륜형 보병전투 장갑차 VBCI 시험 예정",2014-09-01
1376,스웨덴,"스웨덴, KMW사와 교량전차  LEGUAN 3대 구매 계약 체결",2014-09-01
1377,콜롬비아,"콜롬비아 육군, Nexter System사의 신형 LG1 Mk III 105mm 경포 보급",2014-09-01
1378,싱가포르,"싱가포르, 합동정밀직격탄(JDAM) 키트 구매 예정",2014-09-01
1379,인도,"인도, 미국으로부터 M777 초경량 곡사포 145문 구매계약 체결",2014-09-01
1380,베트남,"베트남, 자체 건조 Molniya급 고속미사일함 2척 취역",2014-09-01
1381,아르헨티나,"아르헨티나, 신형 UAV 개발",2014-09-01
1382,덴마크,"덴마크, 차세대 전투기사업 신청기종 확정",2014-09-01
1383,에스토니아,"에스토니아, Javelin 대전차유도무기 구매 추진",2014-09-01
1384,폴란드,"폴란드 WZM사, Patria사와 병력수송 장갑차 Rosomak 신규 라이센스 계약 체결",2014-09-01
1385,브라질,"브라질, 신형 핵추진잠수함 건조 추진",2014-09-01
1386,영국,BAE사. 영국 해군의 Type 26 호위함 개발 사업에 참여할 새로운 업체 선정,2014-09-01
1387,러시아,"러시아, 공수부대에 신형 Verba MANPADS 휴대용 대공방어미사일체계 배치",2014-09-01
1388,방글라데시,"파키스탄 HIT사, 방글라데시 주력전차 성능개량 제안",2014-09-01
1389,이집트,"DCNS사, 이집트와 10억 유로 규모의 초계함 공급 계약 체결",2014-09-01
1390,파키스탄,"파키스탄 해군, Azmat급 2번함 ‘Dehshat’함 취역",2014-09-01
1391,스웨덴,"스웨덴, 독일 RMMV사에 군용 군수 트럭 발주",2014-09-01
1392,미얀마,"미얀마, 우크라이나제8x8 병력수송 장갑차  BTR-3U 국내 생산 시작",2014-09-01
1393,사우디아라비아,"스위스 Pilatus사, 사우디아라비아에 PC-21 훈련기 인도",2014-09-01
1394,네덜란드,"네덜란드 해군, 잠수함 교체 구상 착수",2014-09-01
1395,인도,"인도 해군, 대잠전용 함정 구매 계획 발표",2014-09-01
1396,슬로바키아,"슬로바키아 및 체코, 신형 보병전투 장갑차 Sakal 공개",2014-09-01
1397,말리,"말리주둔 UN군, 무인정찰기 확보 계획",2014-09-01
1398,알제리,"독일 방산업체, 대 알제리 전차수출",2014-09-01
1399,인도,"인도 해군, 조만간 대형 구축함 Kolkata함 인수",2014-09-01
1400,요르단,"Airbus사와 ATK사, 요르단 공군의 C-295 수송기 공격형 모델 개발",2014-09-01
1401,브라질,"브라질,  병력수송 장갑차 M113  성능개량 키트 미국에 요청",2014-09-01
1402,아일랜드,"스웨덴 Saab사, 아일랜드와 RBS 70 성능개량  계약 체결",2014-09-01
1403,파라과이,"파라과이 공군, 항공전력 증강 추진",2014-09-01
1404,불가리아,"불가리아, 10파운드급 감시용 무인기 획득 계획",2014-09-01
1405,리투아니아,"리투아니아, 휴대형 지대공 유도탄 구매",2014-09-01
1406,아제르바이잔,"아제르바이잔, 러시아제 주력전차 T-90 100대 추가 구매 가능",2014-09-01
1407,말레이시아,"말레이시아 해군, 2세대 초계함 형상 첫 공개",2014-09-01
1408,베네수엘라,"베네수엘라, 중국제 8x8 병력수송 장갑차 VN-1 인수",2014-09-01
1409,사우디아라비아,"미 시콜스키사, 사우디아라비아와 UH-60M 헬기 12대 공급 계약",2014-09-01
1410,우크라이나,"우크라이나 군, 신형 8x8  120mm 박격포 탑재 장갑차 인수 예정",2014-09-01
1411,우크라이나,"우크라이나 육군, 신형 Bastion-1 122mm 다연장 로켓체계(MLRS) 수령 예정",2014-09-01
1412,폴란드,"이탈리아 Oto Melara사, 폴란드에 HITFIST 포탑 수주계약",2014-09-01
1413,인도네시아,"인도네시아, Klewang급 스텔스 초계함 4척 건조 재 착수",2014-09-01
1414,우루과이,"브라질, 우루과이에 성능개량형 경(輕)전차 증여 예정",2014-09-01
1415,그리스,"그리스, Rheinmetall사의 Leopard 2 전차 탄약 주문",2014-09-01
1416,러시아,"러 공군, '14년 100여대 신형 전투기 인수 예정",2014-09-01
1417,스웨덴,"스웨덴 사브, 향후 10년 간 그리펜 전투기 400대 판매 계획",2014-09-01
1418,브라질,"스웨덴, 브라질 차세대 전투기 사업 양해각서 체결",2014-09-01
1419,터키,"터키, 미국으로부터 AIM-120C-7 AMRAAM 구매 요청",2014-09-01
1420,엘살바도르,"칠레 공군 A-37기, 엘살바도르 판매",2014-09-01
1421,인도,"인도 공군, 러시아로부터 A-50 공중조기경보통제기 3대 추가 구매 계획",2014-09-01
1422,브라질,"러시아, 브라질과 Pantsir-S1 단거리 방공체계 공급 계약 체결 예상",2014-09-01
1423,아제르바이잔,"아제르바이잔, 러시아 TOS-1A 등 신형 군사장비 인수 예정",2014-09-01
1424,바레인,"바레인, 러시아에 최신 Kornet 대전차 유도미사일(ATGW) 발주",2014-09-01
1425,스웨덴,스웨덴 SAAB사 독일 ThyssenKrupp Marine Systems 인수,2014-09-01
1426,브라질,"사브社, 브라질 그리펜 사업에 스위스 부품업체 참여 발표",2014-09-01
1427,브라질,"이탈리아 AW사, 브라질 해군 헬기 현대화 사업 계약체결",2014-09-01
1428,독일,독일-프랑스 방위산업체 합병,2014-09-01
1429,리투아니아,"리투아니아, 보병전투 장갑차 획득사업 시작",2014-09-01
1430,베트남,"베트남, Airbus DS사의 C295 수송기 2015년부터 운용",2014-09-01
1431,스웨덴,"BAE Systems사, 스웨덴 군에서 2P 탄약 수주",2014-09-01
1432,소말리아,"아프리카연합 소말리아평화유지군, Casspir 앰뷸런스 인수",2014-09-01
1433,우크라이나,"우크라이나, 현대화한  주력전차 T-64 및 T-72 인수 예정",2014-09-01
1434,핀란드,"핀란드 육군, Elektrobit사와 전술 무선 IP 네트워크체계 계약 체결",2014-09-01
1435,아제르바이잔,"아제르바이잔, Paramount Group사로부터 4x4 장갑차 Matador 및 Marauder 2차분 인수",2014-09-01
1436,크로아티아,"크로아티아, PzH 2000 155mm 중고 자주포 12대 구매 예정",2014-09-01
1437,이집트,"이집트, 병력수송 장갑차 BTR-50 성능개량 작업 완료 임박",2014-09-01
1438,이라크,"이라크, AGM-114K/N/R Hellfire 미사일 및 관련 장비 구매 예정",2014-09-01
1439,인도,"인도 공군, BAE Systems사와 탄약 공급 계약 체결",2014-09-01
1440,인도,"인도, 현대식 탄  방호 가능한 신형 주력전차 개발 착수",2014-09-01
1441,아제르바이잔,"벨로루시의 TETRAEDR사, T38 Stilet 방공미사일체계 아제르바이잔에 인도",2014-09-01
1442,인도네시아,"인도네시아, 미국으로부터 F-16 전투기 3대 인수",2014-09-01
1443,인도네시아,"인도네시아, KCR-40급 미사일함 4척 금년 9월 진수",2014-09-01
1444,멕시코,"멕시코 해군, BeechCraft사의 King Air 350ER 초계기 초호기 인수",2014-09-01
